Tour;Length;GiftIds;TotalWeight;Weights
754;9646038.68803889;23973,48782,60910,64266,19768,1794,37666,73801,22064,97855,72222,73657,48943,85513,65584,67117,10976,46832,41069,65452,46989,95575,95942,35604,44604,43727,77078,86160,8104,14223,65318,39206,15452,13446,4165,16381,67284,6956,8596,13846,76368,50863,20228,43991,83390,94673,62040,32883,40478,84090,81130,84809,17496,84495,67963,92401;999.151612329;2.818893323+43.53196291+42.51139762+11.12277396+32.92879512+22.18076397+50+16.71829762+33.25935679+1+14.99456486+13.35551544+25.63925128+21.55349852+1+27.62872303+16.16578785+1+1+5.943646348+19.72392589+17.84728165+48.93687442+27.24041686+17.40298779+39.88074765+23.90388883+1+1+1+43.58686857+1+30.25351733+40.32205085+24.21456614+18.42327331+4.326929334+7.075568742+13.34292249+3.090720539+6.03817117+10.35857742+33.83468521+20.79196212+1+19.18909887+40.69085617+28.14810759+4.087119627+30.51217109+11.10019733+16.04869415+3.43124464+1+1+3.994957906
755;10193431.8703618;14457,5434,90780,35705,9817,2344,50334,21154,6045,76345,60460,7438,7461,84982,55141,96050,26917,23252,52601,806,59551,73879,81352,26262,80214,18109,70693,34371,73488,95448,68150,62678,36315,50871,88805,57320,84092,9037,32988,26209,59007,24254,72941,15488,77366,4501,90060,30540,36986,72726,74005,2354,46681,65807,20268,99084,28419,72964,83771,60323,12628,70913,89349,51050,32741,94618,4519,83492,37479,632,92954,58399,52266,15684,35820,75262,28434,80276,69847;999.236593993;22.96288433+7.418824052+12.21094605+1+32.66876682+1+28.66713176+1+22.92390853+15.99018422+28.23593473+1+2.312387506+30.0694431+17.14665685+23.79646093+2.765791396+35.92713903+35.17171686+1+13.86038685+25.70762785+1+8.227853476+1+4.048122001+21.03687735+37.05176429+18.89867347+16.88864144+46.19398314+18.83959622+38.26903192+1+1+25.19834945+1+21.93036962+1+1+1+17.96272129+1+9.781514407+3.216346505+13.40788178+26.55410495+1+1+16.37300046+8.334259204+47.70509179+9.789647818+9.848231817+9.364855091+1+1+22.62270917+1+5.241582457+1+1+4.157157415+1+40.8729824+1+1+38.32047242+1+10.15112567+37.41383928+9.756179901+4.139522846+1+9.803914081+1+1+1+1
756;9864431.27688983;49655,6986,21930,88024,33970,35991,48574,89217,34628,6531,48467,41902,83008,63003,42749,8589,60196,91384,24132,7796,23079,41563,83934,16964,34320,36022,10242,22877,20755,68161,95192,15588,39912,94906,16262,7109,73231,50582,747,34905,54129,91246,5473,40089,19734,38033,14634,91027,92380,54037,90280,18061,12051,33671,98320,77959,52250,39341,56778,72486,91403,11313,44177,30408,72641,727,76896,9467,87463,45648,89740,33588,80763,4778,59158,52994,30358,40313,64155,85069;999.758308272;33.38586343+1+1+11.81459342+16.87226114+39.88622619+15.26348144+50+1+39.44474619+1+24.58584139+1.648518535+1+1+12.62652725+20.57266039+1+1.251054744+18.5014785+1+13.64564401+1+32.83636261+27.33050726+31.62014731+4.746628661+27.68875847+7.121829331+1+42.63614044+10.3468447+18.7496058+17.35731149+26.74121796+5.671230094+25.20047572+4.360688181+1+1+1+10.41444182+50+1+1+19.84555047+16.87565967+1+11.37777518+1+12.24205571+19.51579668+29.9141094+16.19826281+39.22139773+1+1+12.48452746+1+1+13.83192092+10.63976858+35.52072964+11.39599656+9.516892603+1+1+2.441659789+1+3.945491844+2.422850649+45.17073129+4.777406721+1+10.09863809+1+1+1+1+1
757;10466230.804158;21529,21511,2893,75449,78923,67540,13063,75943,72896,21303,8889,92809,24559,75401,24235,67027,21202,56494,29263,92608,91802,33247,17797,222,49734,9029,85449,17720,11778,21620,95193,12581,57686,17564,26596,40670,43894,2688,97537,60747,88943,81949,95433,8578,67236,38447,89703,80588,19714,38864,62345,66098,21452,14286,63515,14304,87303,47908,40207,32976,21157,40389,39004,67688,34508,46706,33935,38004,95603,81484,78531,15901,29418,63009,91896,36814,88209;999.464966978;38.40196973+8.862931923+1+1+1+1+1+1+1.846005875+7.601083524+2.900505192+18.2626999+1+1+11.27644363+1+41.93814013+1+6.908086282+1+22.33664551+8.90000173+26.62128051+37.25381049+12.5926944+3.256372652+17.58300784+37.59032269+13.91076756+27.06893358+2.324360561+1+2.151332161+1+19.4363647+1+1+33.12633486+3.242146098+17.86286795+11.90191472+27.49850809+40.35424632+13.25929318+8.911355368+22.16205138+15.75828401+18.81202782+28.69703841+26.43661439+19.64398683+39.11368398+16.68783142+47.81939633+1+19.35245403+13.36394282+22.7207414+26.60038509+14.00017227+1+30.2631796+1+1+1+1+17.30438078+1+1+1+8.180440629+8.695260339+5.565047127+7.836440797+16.4698005+23.80137987+1
758;9742743.45886218;3066,27306,75831,87460,67059,84602,57515,44032,15196,74745,92784,18987,13141,4197,6189,79271,55422,39209,96100,16046,62210,12730,71756,99972,44103,88325,67425,18427,96091,64456,20704,99225,59836,50693,94729,47987,97883,98922,53131,77048,35265,36503,81398,45794,49840,30852,47106,51590,73970,86941,12122,54839,44028,67253,83284,91663,49329,88035,86170,96786,36268,54369,51477,72326,81741,36523,30798,1168,19219,39641;999.551180397;7.298434817+20.41521131+1.26308861+13.38500315+1+23.5648542+1.373287587+1+1+1+45.91856117+21.76182818+18.93607026+1+3.690371159+1+1+1+26.872639+1+7.282300573+1+3.758355343+11.69613221+1+1+33.44663893+9.563596675+50+32.42832799+18.53262238+1+28.60690857+16.9426558+1+16.35149633+7.802686788+50+46.31501907+13.30400581+8.557125345+1+5.390324019+1+1+1+1+37.90458229+13.07110259+9.87572475+2.609151124+1+1+27.45759518+18.07197267+22.49031364+13.05263139+47.79763304+26.932446+9.175530574+1+15.46168425+41.81207842+42.31113715+28.29955927+14.48899153+34.51967899+19.42880735+7.333014913+1
759;10488632.4141977;93500,16116,73352,47108,63849,98381,43368,41071,67218,78921,86904,2097,52105,23684,68662,80237,26077,71487,84943,95897,96104,87309,41864,91524,14251,65175,24156,15727,90346,65075,26167,1825,49554,23475,27538,426,73611,63492,58602,33539,41837,79048,66546,1964,87551,49821,52188,14067,87979,54848,75391,79953,30486,62806,96915,91989,32738,61596,3280,84389,89702,66811,89289,29356,89776,55229,81397,90629,67727,2740,99066,78917,20229,45791,68098,66870,17227,64722,39102,46058;999.792879931;17.9351446+12.37311773+50+1+7.646370622+1+1+19.02283988+12.14705911+7.890496669+6.612900366+2.043895334+10.56535595+1+1+1+17.94897726+45.43582618+1+1+1+8.651942596+4.309213845+6.545899718+1+1+18.74945506+32.52842192+24.17459625+1+1+8.977879912+1+32.93762569+2.999756804+8.182597072+1+18.02586974+21.99160653+21.16946843+10.18477589+1+41.05517904+1+1+50+23.97236662+10.47184279+17.34254186+18.10596085+21.71945764+12.66091568+28.92658901+50+1+3.662837328+8.552834832+1+8.257168674+7.688591277+1+1+9.300515595+28.82087742+8.525911513+37.43476463+5.535974793+17.69631077+34.99170949+12.69697115+5.024958484+7.96890112+17.23679056+2.855721117+34.60633901+19.62975552+1+1+1+1
760;9520090.13439805;79704,44687,44478,50006,68228,48973,47719,5596,8223,49691,37988,79018,43920,9387,57790,86711,61722,18553,21036,12773,46974,84815,64902,38609,15400,79619,11239,58367,88730,46276,3740,50340,46865,25591,53667,38097,65064,70718,74735,14150,95747,83392,12979,91469,27720,33858,28734,7174,51814,83658,94487,67762,72511,62020,81610,27809,68360,30348,22155,49428,21256,14844,45465,21914,41573;999.937177515;29.15495853+23.21409502+16.237932+3.819793236+1+18.32351506+1+1+1+21.32122891+26.09445314+42.88805518+1+1+22.91717218+14.41086369+24.89862021+38.00676446+42.53749802+50+1+5.909612902+22.38016099+1+6.862317227+16.69302029+49.51047047+31.15454759+10.2774302+1+11.98832439+1+4.352595647+1+19.77247159+46.65041742+34.28999263+1+1+1+6.192253967+50+21.10340565+19.98615825+8.319159165+1+2.872579858+4.17499029+38.14072896+50+34.44806297+1.309757537+1+11.35382941+4.435064201+21.073436+1+2.180334643+1.218730825+25.45670724+6.585569807+17.90130118+1+20.51879658+1
761;10585159.5674513;11562,45350,98672,60484,60168,6081,29314,96312,7625,36788,24074,93227,50398,37396,45070,67718,23546,72169,22691,28769,44310,87014,24635,72836,69677,24388,96241,75367,8295,89370,33506,55681,51225,66483,91976,52061,97363,52081,25515,25933,18459,21878,49144,66326,98239,5133,45298,71554,84364,62584,83181,46718,92499,58894,70008,15573,73275,56359,81684,2528,15181,14089,32851,62810,67924,78881,84067,93760,9909;999.621557626;1+22.99369536+1.8590234+1+10.17391403+4.908744112+15.35600856+7.69281456+17.14230759+21.88156966+25.62361921+21.14901312+4.33365761+14.78956298+24.59653839+23.04483019+1+50+50+45.11072483+17.72157052+4.944889479+48.6935602+1+1+25.70204794+1+16.19926685+18.9884806+1+34.8375264+19.30513044+1+1+1+24.60296012+1+1+34.16445027+24.92681346+25.43047404+1+1+2.610139224+1+9.799037719+14.27676055+12.64175607+32.77577156+19.12023737+50+39.1868951+3.498489279+7.355936415+27.87690989+1+37.96176203+28.45770006+4.206433892+1.43278798+1+1+1+23.86239665+1+1+1+1+5.385349916
762;9533761.77761243;2738,10088,76101,86247,15416,50179,24118,54564,34037,14451,83485,33660,61113,44696,9036,84736,86181,14083,27603,48307,37314,26006,24734,29509,67788,2902,47596,97951,26264,89062,11904,79116,42664,64803,76221,4359,98588,26993,55049,6077,5915,81111,37076,79139,4707,52212,85719,82362,45038,48287,827,61877,59684,32029,74281,71976,42326;999.180279431;16.44947298+3.607115972+4.178184828+1+31.83900089+18.19662281+29.40306423+15.99097351+1+36.51610956+48.05012404+8.101583269+19.50383405+37.08195595+12.38132592+6.170514594+22.00804481+1+32.39847624+31.60479907+32.31515331+1+1+14.30789765+44.42394314+1+28.18995435+14.00128841+23.12022991+1+29.2370761+19.09511182+24.06471771+1+2.085845438+32.1259861+36.076552+2.144365034+1+15.57332888+18.86410253+50+9.88928454+17.86664218+43.58709425+1+1+1+1+24.20590871+1+2.6230986+28.90118137+49.06474902+39.3006825+1+9.634883156
763;20366104.1951135;374,45055,32910,53584,91841,36731,67173,76677,44217,23150,21307,54006,28102,61127,28280,7281,79065,50324,58041,96642,68682,11590,19112,25424,39541,59549,90339,17046,75,72317,98798,52053,90520,29678,83391,18581,79052,66927,41088,78437,5682,88783,16948,15402,18726,91992,39212,89790,52343,86602,68532,86346,67664,34073,23246,76195,65593,37457,70377,72330,86646,20189,39792,3499,6902,57409,2359,86320,2559,78053,72546,8843,44898,55570,16301,4663,23687,19597;999.625175901;1+42.75194384+1.018673977+26.47862743+24.84449736+1+15.30983095+1+9.62424962+1+1+27.79347121+1+50+1+24.87252319+23.92664125+21.93271425+30.97954608+1+27.99904746+41.28340434+12.71353054+39.26257564+1+2.773053879+32.38511009+1+1+1+11.10698341+9.639850677+31.786454+1+39.46762633+1+1+1+34.21855343+33.2168225+34.27579744+3.195456451+11.26271001+29.54899504+50+1+29.91974919+4.059465999+7.369554853+23.49293284+1+1+3.185852789+1+5.376707837+10.23802752+2.24582389+1+12.10648427+1.689418866+20.367706+1+10.41722931+13.31802641+1+1+7.695060553+37.88889543+24.57180019+1+1+1+1+1+10.01374956+1+1+1
764;9980529.23352789;61691,45590,51224,40801,50764,3890,51669,6782,12072,17032,66819,82058,24323,824,83412,49688,59178,62339,93497,41574,70145,52089,76899,92262,3556,78213,93272,39124,77480,93923,14595,17080,94013,81254,74759,49053,80567,33882,74456,52999,11509,33994,75808,4584,4353,49823,13196,20052,19367,38403,80075,75703,29069,83297,88806,54873,68401,87936,89005,78738,30202,17657,32701,82128,35704,62024,38894,95940,81640,40927,98453,96229;999.681320817;38.38210673+19.36437309+1+30.77475742+5.849303243+25.03734805+1+23.4036058+21.40412835+5.481639435+14.08788039+38.17700833+39.77374008+1+20.55242539+10.96038328+9.347970443+1+23.41192341+1+29.67744246+8.785271946+30.71346793+39.58085837+20.6159784+7.579708516+1+18.91582422+8.471747203+26.11941557+24.23401344+1+1+36.75087454+3.530324994+14.61716513+37.9916098+17.30001492+1+19.9741049+10.38305717+1+30.1107824+8.631170202+34.25745277+4.134144336+11.83688277+4.819566351+1+12.7076912+1+7.022779418+26.33659661+20.45199564+1+11.4027088+44.10720257+18.55958736+1+1+16.95749868+1+8.419565171+1+11.20626874+1+1+23.68092263+1+1+1.789032219+1
765;10376141.0869363;11861,8041,6731,84896,15807,57924,55256,58984,12888,40800,38388,73189,61279,31379,76397,55237,47093,65199,36344,6857,9160,36797,1496,48319,54131,82428,93747,69461,99233,65542,50620,70589,40848,87589,52489,31498,48993,73996,31442,32967,30397,53716,35803,67375,86558,53698,58496,2947,68553,27632,70714,53439,76722,24451,78855,81521,26361,82804,85389,16658,35908,88500,40574,51468,21969,14512,54319,92455,762,27487,9380;999.657969885;13.64444268+50+42.58870858+34.60871136+23.12653261+28.65365563+13.49017285+29.84601319+6.698243241+1+18.15099324+24.64012664+1+1+9.409269508+50+1+14.88892552+1+26.07455741+1+1+16.93374734+16.27163732+1+31.12943667+1+8.35195736+6.121753328+1+15.05091446+1+1+9.654703728+1+20.82389795+18.64023859+36.61312621+1+1.470019248+14.46263877+3.526992692+14.57621212+1+1+50+30.18523889+22.10426506+1+1+26.23346874+1+1+1+24.652326+18.14187116+15.9214828+29.64481794+31.92807103+30.90488977+1+11.46885993+3.502946473+44.63068037+28.92212074+1+1+4.969302737+1+1+1
766;11956356.8716519;15237,22306,14671,7920,33052,56977,85224,30658,21510,24757,21435,12522,76364,82524,25124,77410,114,96828,41206,62104,77354,61373,32178,29096,26997,33268,80201,34611,98294,44080,95263,39042,90544,7529,54367,85808,74313,63294,36170,80998,64606,38975,61709,84615,92070,51347,91198,14550,20620,94605,32831,92408,60518,59669,53368,21368,84944,2016,97450,12060,80401,55982,26811,80804,89664,43102,8288,72806,94076,85784,29921,18305,82156,79597,30802,30574,3904,20248,81599,19011,17106,35378,38105,81877,41774,162,60879,38518,99199,97433,11669,67210,94326,13997,71546;999.066000595;7.379912094+14.22835575+5.87955117+1+4.847676871+1+1+3.420721386+1+10.53800139+21.37281913+38.42837841+1+1+11.36977393+25.86804267+27.17085015+7.94662557+40.9124603+1+23.08036314+4.320687785+1+1+13.11511167+1+1+16.86803427+1+1+17.00830406+1+24.26035966+23.60396168+19.43291655+14.01534212+1+1+30.00066177+2.68245689+1+25.18793461+13.81084508+31.02902394+1+1+1+5.773763731+37.9632624+21.49175313+14.63061503+1+30.94669643+1+1+1+8.307880636+1+39.9629884+11.24763547+1+2.700938208+1+1+1+31.11962053+16.7382086+23.73029624+1+1+7.773760711+13.14904059+1+1+27.73414298+26.86649989+1+19.79126069+12.01751275+4.722388976+1+13.95635992+25.66346017+38.07750462+24.5412789+2.948542488+1+1+6.442250379+1+1+10.98916668+1+1+1
767;10490563.3098266;66631,9310,46610,36744,9936,24263,47656,94329,21064,40484,70123,6561,3469,51493,36950,46166,37190,38450,70156,87758,16427,6957,46859,31816,7342,62353,9941,18068,39967,91579,18445,29548,47382,14533,92441,37180,67810,13381,48603,1239,51124,10431,63335,12099,23762,18870,79690,53071,4506,72864,55272,52864,46662,46151,43231,51367,35853,75652,18213,78386,66409,58825,63709,38358,89510,4060,73247,38700,87039,89169,47735,10952,84860;999.129406992;50+1+1+43.95322337+6.84813706+20.35510945+21.61970911+20.49897151+23.85528315+23.64853109+22.00611103+14.83256404+23.9221566+10.27576344+26.25562694+6.816930076+5.978656623+14.19894551+13.51979168+26.9158051+16.08680726+1+7.34167719+1.976441203+31.61798712+1+1+1+1+19.83010766+1+5.455832738+15.07315008+12.03647012+1+26.52697384+19.99872823+7.055382286+28.81496331+11.16080466+19.79874522+1+1+47.76852286+1+20.18382535+1+1+12.7080451+29.64176628+2.384370211+32.61497415+21.62597059+8.881628575+22.14504554+50+34.86692733+42.37919321+1+6.915956225+41.04466115+1.693133725+1+1+1+1+1+1+1+1+1+1+1
768;9435183.96028364;16615,83475,89264,37027,11253,79614,66344,99646,93045,45939,99259,79609,67857,35880,91835,68724,53539,40063,98038,89125,14903,98908,52482,92864,73936,28625,19936,23501,61941,18124,97641,59615,88184,37618,67331,18495,21512,8378,12518,62663,55227,68415,25188,89386,41454,88402,80053,64649,85288,76172,90440,55155,41556,35116,31496,88910,9239,72443,19839,7615,56224,81872,63562;999.326548191;38.68773709+25.45010026+17.06491656+29.7666806+38.95080588+10.83043505+27.655796+2.319761241+5.414353202+1+1+27.32477336+33.42618069+1+2.008703553+33.66664961+1+25.19210374+5.8460627+2.075409321+12.83029845+41.10886544+40.28510634+1+19.15924412+32.44680064+22.28056626+28.53928294+1+1+17.35653698+2.086443397+1+1+13.83976781+29.48523234+3.42342901+39.43722634+36.99216582+1+1+15.4494164+1+1+17.09541425+1+1+38.42820859+46.36739886+31.17085852+3.160290274+1+26.73761212+25.07978907+2.358748489+3.255739192+15.45581645+32.81785711+2.369528262+14.56333225+27.61167264+15.45343097+1
769;9409318.30473537;12981,17646,35799,6048,39349,76948,49965,2107,76803,90364,4382,5594,7017,48361,51897,89581,42013,7750,31791,88493,53689,29137,36903,7137,94836,93368,64589,95774,40642,98959,12663,31585,91185,78781,21074,95989,13491,7656,13718,22273,97178,79853,98121,4631,33889,63688,46298,71014,94174,65239,10478,26759,23172,88911,79850,24040,16516,19294,32466,73101,28167,79948,29283,27341,51740,74310,48066,96390;999.09676595;18.79465242+46.95350885+44.81206536+30.24589744+26.30569828+43.66864142+1+38.25541402+3.9912088+7.647450602+1+31.97992213+30.41434226+26.91645719+32.53253425+13.64016101+18.81728658+10.49134375+7.382595319+1+1+1+44.56801517+12.68974112+11.2961416+7.241644287+10.61028739+4.225679737+22.13846426+40.43687721+11.37897547+1+1+1+1+1+16.26368133+1+9.075532357+1+1+30.33921522+27.28251184+27.60403125+27.9649298+1+13.28068547+1+6.986620251+25.4101268+1+26.27820691+1+6.587273632+14.13299501+22.41824353+1+11.8172219+19.9631949+1+26.88929946+1+21.93659843+12.50726671+1+24.67438634+8.249738885+1
770;9673292.2588538;74711,42081,61404,1989,69455,95281,41797,6503,70868,16511,13538,45513,47572,14338,80424,40234,15672,37301,53658,35950,34515,1023,15212,37448,66310,30714,60993,71271,74379,49068,65400,29913,25460,78910,75303,74667,19931,92795,91906,80898,9649,95507,32691,77632,3264,78423,19416,30259,91557,35744,31087,68053,77993,3487,28653,36373,4733;999.487052194;50+29.63579129+43.17271246+21.05710116+34.16677651+5.977286708+24.7622745+7.357551255+15.82535965+34.96416031+12.30801123+40.1113127+50+30.02704237+17.95655548+23.6998723+30.38042612+32.92109077+25.52977514+20.12206181+46.51090709+1+3.040610844+33.24254351+1+13.87745661+23.13211737+1+19.21618622+1+11.42297983+14.0214491+1+23.07091644+12.15956216+1+3.530570442+25.45084423+1+23.73908906+3.336160933+1+2.527642092+1+40.81603667+48.13658786+16.31883597+1+21.71589894+1+31.24506891+1+1+1+1+17.00042615+1
771;9853155.70992318;80283,8239,39504,4271,47793,59779,5785,32072,19265,9857,58379,86988,53234,65379,46755,41845,68887,27273,77526,3816,56563,6527,23587,80584,32752,41588,25456,64540,12733,13118,47709,21389,87673,94796,18288,50357,768,55299,59768,41388,35897,12361,20977,81242,85040,55247,31078,76856,27131,77112,91304,38261,55864,1158,47660,20444,9899,45600,46542,85200,8698,92036,75683,86145,80997,7193,85016,61005,57744,41849,73882,98518,52082;999.239326069;1+31.85822671+1+1+30.14998354+19.20996563+9.780533043+10.04169666+5.655149248+1+1+1+1+1+22.34889436+1+1+4.909616092+16.18356127+22.88281159+23.22389894+20.04999198+1+50+22.44737007+37.50856981+12.9225718+50+19.91221333+1+1+1+1+1+15.08549262+1+25.88275794+19.53211664+1+27.16387127+20.73059237+15.0665876+1+1+4.236949217+23.51035241+29.64645181+1+22.20616032+1+1+3.10130227+42.59281381+1+22.09042288+20.67106145+38.62133831+1.5896671+23.9829814+1+1+22.90929509+44.51879934+21.85548254+1+15.82080874+8.717194728+29.97007656+50+1+5.408746249+1+6.242949332
772;9417153.12318153;87320,77458,26463,19804,99243,68698,57495,14820,95728,62023,97575,34540,42956,65716,32791,60947,48761,15007,71566,54229,94517,23398,34039,2759,30788,80592,19015,64536,98563,61478,5385,85951,2882,64609,29340,46725,97025,81583,52800,98970,11637,19881,14930,97095,11953,24903,704,68783,78973,67178,71038,51981,82572,8000,40037,71174,22176,61062,12157,1440,43895,50881,55279,80062,4058,95189,973,70394,19853,71725,38719,51432,3979;999.84330507;9.955157582+4.208121558+10.61868123+1+1.106942132+25.11525691+45.62611197+17.70292103+19.85281872+4.356862657+26.31500904+1+18.32132304+35.47153336+33.11379387+1+31.5548199+21.1645658+12.16718943+1+1+1+41.17662943+36.77924874+1+1+1+18.47934456+1+16.335129+18.39158855+11.86624041+1+14.30792454+1+20.79061866+12.40569158+1+14.87571205+24.00793351+10.36471141+1+1+47.73712161+17.9893944+1+9.835026505+13.40129787+28.78563927+18.34528405+11.53072934+17.94151624+9.888317126+27.45471718+1+10.55746248+1+15.67322159+2.062532274+25.90629518+50+21.54978599+22.51999075+26.57170023+4.350902941+1+5.279039136+13.7797282+1+17.66469094+1+1.417797003+2.169234096
773;9396490.99987132;81320,67304,6013,52234,29992,58605,44170,81290,33285,9287,41291,6425,54081,56122,93507,77791,66862,11134,1741,90774,18243,35004,33954,73416,155,78281,14947,87534,16672,9879,79801,60898,45613,1610,15513,82029,68781,67150,29869,65770,10148,67311,78214,79130,50771,61850,83018,7296,67461,35012,69644,72887,78020,43953,57716,99601;999.676289062;15.16597022+20.83142653+17.12843427+28.96833722+26.04165467+24.35657053+41.33913045+1+1.33226023+1+19.00462357+50+1+1+5.661581646+26.80854198+3.871208196+45.88472816+38.66003063+50+21.49420733+1+1+4.005620435+50+1+1+17.98533337+28.43431545+31.27094274+1+4.435521311+1+50+11.35252497+42.32928747+29.2328193+26.49743973+36.33252449+36.95844467+27.05193113+9.667528598+38.02788926+39.42522538+38.07521815+1+9.292153886+1+1+1+13.75286309+1+1+1+1+1
774;9742901.47149286;35050,93380,97120,61012,29510,15607,11871,99365,19373,12044,10240,41487,99182,36274,27800,6461,64711,48936,57685,96952,60920,62326,55984,2856,61930,32733,49064,18285,89626,20668,74418,81571,87906,6058,80486,84604,94541,80116,59948,88200,88522,37673,20724,52692,35998,89565,57279,46244,42594,71482,64076,45493,31912,57271,65027,88095,69313,93047,94550,20209,64309,42229,13050,4833,94405,64134;999.869935937;1+1+22.80281775+7.133149338+29.20002206+9.212568364+11.2805001+49.03784322+30.5370697+20.7769595+17.25978815+30.8264852+32.65699061+19.34182213+6.189088358+21.70391771+29.58301493+29.52750887+9.611665889+8.583445072+1.952173075+43.76303091+50+20.95844614+50+5.653915685+11.72481256+16.41119628+4.540367879+25.72634644+1+1+1+19.88727135+5.010952596+3.062059825+18.12041503+6.959548493+1+36.94084659+30.62795778+4.514235955+1+36.50361218+4.883575807+11.95808714+21.72148721+1+1+1+26.80288268+13.43585703+1+16.80130462+4.945380816+11.96835307+31.19018428+10.83175457+2.006090036+1+29.79094525+15.89345727+4.088938613+1.929791826+1+1
775;9713158.67115723;77964,91278,39038,52890,28724,91778,5289,60597,35516,9257,31268,39771,3969,65306,9911,80758,29663,3254,80828,81333,6879,40281,21,18650,50268,89460,62178,81075,11528,60578,65703,57049,12479,3954,68654,88302,6894,2066,22472,12076,69280,36588,56534,22543,90167,45212,7941,164,48154,91614,16753,26013,47275,85921,66246,43684,87150,75211,87814,63824,94183,60830,17386,58234,45230,2577,8926,23657,86662,92495,6470,60339;999.136449916;47.59987548+15.75239137+1+12.07494625+40.56201696+1.229896219+1+12.01505185+1+13.17371453+7.943565568+1.985963932+21.50851767+40.63403198+9.66294365+26.71382975+28.94755775+13.09184637+16.13704302+27.24204917+21.60379124+2.535441467+1+1+1.606802243+24.54315614+1+18.18518148+1+50+24.18680118+1.767972502+1+30.36546636+3.506068258+24.19758628+7.9225694+18.26950585+18.50783038+16.75853885+1+17.5884377+2.990037302+25.99227437+15.2622057+1+14.25487375+1+3.22056178+1+33.19001856+1+16.63279308+12.43243346+10.83456078+1+1+21.93670428+1+50+18.12195262+1+6.718761929+22.89357496+3.716994443+22.00201578+18.27369854+16.09096638+36.31510739+2.891554345+9.544969618+1
776;10031059.8465895;45958,57062,60937,21417,3132,86217,34470,16690,43854,71339,12599,91071,39413,39972,66425,83867,67950,99708,22101,66181,39485,18620,75287,71932,10226,99558,25690,8603,54005,7481,61889,1598,60849,52462,49266,49754,1051,80654,34714,90485,86128,41324,6079,2356,76322,32451,60496,10605,96243,83723,21553,36997,81951,75111,27022,58387,21790,2130,46398,16002,75627,99916,32834,61554,70343,64281,55540,5196,81369,77232,21310,70456,70272,98706,78160;999.113605405;8.322028081+1+17.4700318+9.495460716+1+15.55018685+1+1+1+1+25.33930202+8.96877986+31.78244715+6.323396956+1+35.79695235+11.37842931+25.25354947+3.894811829+15.66092096+1+1+17.90932341+16.56933511+1+19.55871073+1+1+50+8.257566658+10.14366944+2.428967814+40.6478765+34.97704898+31.51132027+18.03033432+9.11364515+17.10448633+18.5699126+8.821022093+17.22095363+1+43.94623545+14.97809991+18.09993127+4.023953653+19.91875651+22.68834549+9.98334997+1+1+1+22.9753815+29.9367403+23.97363193+19.16509971+22.73991226+9.072093986+13.06485154+16.75884872+13.79456761+28.17276301+15.96422079+6.153440728+25.88507325+44.82440948+1+1+2.723509061+1+1+11.16991889+1+1+1
777;10202400.2826378;6327,37372,47520,97657,73617,74391,6182,38766,76685,80573,10742,52815,8073,97903,58083,74824,98070,80236,58510,56003,89928,57238,90913,34152,40109,94414,81347,58658,76184,40743,32600,55873,51489,25143,2433,19028,2874,23088,70099,41,58370,10038,334,61982,42765,88111,20743,6167,16259,50958,47654,14569,35669,29833,44225,96957,15820,81175,16885,73688,99234,14351,11148,2361,27086,98898;999.981810759;33.37401509+28.8367961+50+42.5716453+29.52264092+1+14.31368916+25.5421622+1+15.32921837+21.42962196+1+1+12.22727985+19.00009716+1.564216394+7.62338672+6.635843184+2.620060936+3.522993652+12.79974013+42.69657369+26.52381146+37.26868346+4.587573652+27.91738826+19.12209622+12.91395782+1+1+33.93809401+26.0033639+10.95322328+30.1625249+1+31.78801999+38.28399919+10.61037953+31.89352475+37.63891837+1+38.00269489+40.34724481+1+10.51607188+8.406282658+1+18.0151622+19.3936134+1+1+1+12.84852999+24.77603668+2.665137061+21.05328057+1+7.369265022+1+1+1+1+11.64581209+15.7271399+1+1
778;10238184.1139847;47569,27541,25548,27394,28723,90712,32300,91070,82368,83087,38513,99903,38177,12779,42319,60736,18801,71888,698,69639,5411,75501,73644,73597,44112,41434,83553,26659,28078,54944,8929,39926,25350,23656,62621,87634,8591,24578,88168,81809,25703,26428,80881,35674,5248,12467,49049,93182,86735,4152,90672,82338,6537,87995,22292,39625,65028,73075,85044,99189,86152,25051,85949,44581,82526,1342,68618,91119,7424,33091,84811,52781,94398,69719,26119,92373,69065,53868,66268;999.894820913;29.79059337+24.4718293+1+13.15866597+22.88082529+1+16.4821593+1+44.5006337+21.03836281+1.949833834+1+26.77303754+1+1+5.279394459+1+1+1+1+11.01445765+1+35.24174142+1+1+6.187626613+32.78105559+1+23.04223024+36.58287928+19.79848641+13.91767979+1+30.98530569+1+1+9.733963851+1+9.928716677+37.92622084+5.595182092+24.52730045+1+5.685394032+4.81185548+1+30.50312669+23.6073258+9.792452278+1+1+40.5825831+22.36368259+19.57398859+11.29540015+1+1+1+33.00618564+34.59842027+1+1+16.14188393+9.818406038+1+1+6.265086292+42.05391222+33.27822583+1+41.84830465+24.15961093+16.06714262+8.777903567+18.54406129+1+1+10.53168676+1
